Andaman & Nicobar Island,N-AND-M-ANDAMAN,NICOBAR,SOUTH-ANDAMANS
Andhra Pradesh,ANANTPUR,CHITTOOR,EAST-GODAVARI,GUNTUR,KRISHNA,KURNOOL,PRAKASAM,SPSR-NELLORE,SRIKAKULAM,VISAKHAPATANAM,VIZIANAGARAM,WEST-GODAVARI,Y.S.R.
ARUNACHAL PRADESH,KRA-DAADI,NAMSAI,SIANG
Arunanchal Pradesh,ANZAW,CHANGLANG,DIBANG-VALLEY,EAST-KAMENG,EAST-SIANG,KURUNG-KUMEY,LOHIT,LONGDING,LOWER-DIBANG-VALLEY,LOWER-SUBANSIRI,PAPUM-PARE,TAWANG,TIRAP,UPPER-SIANG,UPPER-SUBANSIRI,WEST-KAMENG,WEST-SIANG
ASSAM,BAKSA,BARPETA,BISWANATH,BONGAIGAON,CACHAR,CHARAIDEO,CHIRANG,DARRANG,DHEMAJI,DHUBRI,DIBRUGARH,DIMA-HASAO,GOALPARA,GOLAGHAT,HAILAKANDI,HOJAI,JORHAT,KAMRUP,KAMRUP-METRO,KARBI-ANGLONG,KARIMGANJ,KOKRAJHAR,LAKHIMPUR,MAJULI,MARIGAON,NAGAON,NALBARI,SIVASAGAR,SONITPUR,SOUTH-SALMARA-MANCACHAR,TINSUKIA,UDALGURI,WEST-KARBI-ANGLONG
Chhattisgarh,BALOD,BALODABAZAR,BALRAMPUR,BASTAR,BEMETARA,BIJAPUR,BILASPUR,DANTEWADA,DHAMTARI,DURG,GARIABANDH,JANJGIR-CHAMPA,JASHPUR,KABIRDHAM,KANKER,KONDAGAON,KORBA,KOREA,MAHASAMUND,MUNGELI,NARAYANPUR,RAIGAD,RAIPUR,RAJNANDGAON,SUKMA,SURAJPUR,SURGUJA
Goa,NORTH-GOA,SOUTH-GOA
GUJARAT,AHMADABAD,AMRELI,ANAND,Aravalli,BANASKANTHA,BHARUCH,BHAVNAGAR,Botad,Chhota Udaipur,DANG,Devbhoomi Dwarka,DOHAD,GANDHINAGAR,Gir Somnath,JAMNAGAR,JUNAGADH,KACHCHH,KHEDA,MAHESANA,Mahisagar,Morbi,NARMADA,NAVSARI,PANCH-MAHALS,PATAN,PORBANDAR,RAJKOT,SABAR-KANTHA,SURAT,SURENDRANAGAR,TAPI,VADODARA,VALSAD
HARYANA,AMBALA,BHIWANI,CHARKHI-DADARI,FARIDABAD,FATEHABAD,GURUGRAM,HISAR,JHAJJAR,JIND,KAITHAL,KARNAL,KURUKSHETRA,MAHENDARGARH,MEWAT,PALWAL,PANCHKULA,PANIPAT,REWARI,ROHTAK,SIRSA,SONIPAT,YAMUNA-NAGAR
Himachal Pradesh,BILASPUR,CHAMBA,HAMIRPUR,KANGRA,KINNAUR,KULLU,LAHUL-SPITI,MANDI,SHIMLA,SIRMOUR,SOLAN,UNNA
Jammu & Kashmir,ANANTNAG,BADGAM,BANDIPORA,BARAMULLA,DODA,GANDERBAL,JAMMU,KARGIL,KATHUA,KISHTWAR,KULGAM,KUPWARA,LEH-LADAKH,POONCH,PULWAMA,RAJAURI,RAMBAN,REASI,SAMBA,SHOPIAN,SRINAGAR,UDHAMPUR
Jharkhand,BOKARO,CHATRA,DEOGHAR,DHANBAD,DUMKA,EAST-SINGHBHUM,GARHWA,GIRIDIH,GODDA,GUMLA,HAZARIBAGH,JAMTARA,KHUNTI,KODERMA,LATEHAR,LOHARDAGA,PAKUR,PALAMU,RAMGARH,RANCHI,SAHEBGANJ,SARAIKELA-KHARSAWAN,SIMDEGA,WEST-SINGHBHUM
Karnataka,BAGALKOT,BALLARY,BANGALURU-RURAL,BANGALURU-URBAN,BELAGAVI,BIDAR,BIJAPUR,CHAMARAJANAGAR,CHIKBALLAPUR,CHIKMAGALURU,CHITRADURGA,DAKSHIN-KANNAD,DAVANGERE,DHARWAD,GADAG,Gulbarga,HASSAN,HAVERI,KODAGU,KOLAR,KOPPAL,MANDYA,MYSURU,RAICHUR,RAMANAGARA,SHIVAMOGGA,TUMKURU,UDUPI,UTTAR-KANNAD,YADGIR
Kerala,ALAPPUZHA,ERNAKULAM,IDUKKI,KANNUR,KASARAGOD,KOLLAM,KOTTAYAM,KOZHIKODE,MALAPPURAM,PALAKKAD,PATHANAMTHITTA,THIRUVANANTHAPUR,THRISSUR,WAYANAD
Lakshadweep,LAKSHADWEEP
